Date,Open,High,Low,Close,Volume,Daily_Return_Pct,Daily_Range,MA_20,MA_50,MA_200,EMA_12,EMA_26,MACD,MACD_Signal,BB_Upper,BB_Lower,BB_Width,RSI_14,Volume_MA_20,Cumulative_Return_Pct,Year,Month,Quarter,Day_of_Week
1980-02-01,0.1972,0.1986,0.1937,0.1958,6268800,-0.7099,0.0049,0.1924,,,0.1925,0.1917,0.0008,-0.0,0.2034,0.1814,0.022,46.0,8333280,3.32,1980,2,1,Friday
1980-02-04,0.1958,0.1965,0.1944,0.1944,8270400,-0.715,0.0021,0.1924,,,0.1928,0.1919,0.0009,0.0001,0.2034,0.1814,0.022,48.94,8526960,2.59,1980,2,1,Monday
1980-02-05,0.1944,0.1944,0.1909,0.1923,6662400,-1.0802,0.0035,0.1921,,,0.1927,0.1919,0.0008,0.0003,0.2028,0.1814,0.0214,56.1,8697840,1.48,1980,2,1,Tuesday
1980-02-06,0.1916,0.1916,0.1867,0.1888,16968000,-1.8201,0.0049,0.1916,,,0.1921,0.1917,0.0004,0.0003,0.202,0.1812,0.0208,56.1,8967840,-0.37,1980,2,1,Wednesday
1980-02-07,0.1888,0.1895,0.1867,0.1881,3758400,-0.3708,0.0028,0.1911,,,0.1915,0.1914,0.0001,0.0003,0.201,0.1812,0.0198,56.1,8183520,-0.74,1980,2,1,Thursday
1980-02-08,0.1881,0.1923,0.1874,0.1923,11500800,2.2329,0.0049,0.1908,,,0.1916,0.1915,0.0001,0.0002,0.2,0.1816,0.0184,57.14,8446560,1.48,1980,2,1,Friday
1980-02-11,0.1916,0.1916,0.1881,0.1895,5179200,-1.4561,0.0035,0.1903,,,0.1913,0.1914,-0.0001,0.0002,0.1987,0.1819,0.0168,55.81,8598240,0.0,1980,2,1,Monday
1980-02-12,0.1895,0.1916,0.1881,0.1902,6537600,0.3694,0.0035,0.1901,,,0.1911,0.1913,-0.0002,0.0001,0.1982,0.182,0.0162,55.81,8547120,0.37,1980,2,1,Tuesday
1980-02-13,0.1909,0.1951,0.1909,0.1916,15052800,0.7361,0.0042,0.1902,,,0.1912,0.1913,-0.0001,0.0001,0.1983,0.1821,0.0162,60.47,8698080,1.11,1980,2,1,Wednesday
1980-02-14,0.1916,0.1944,0.1902,0.1909,7012800,-0.3653,0.0042,0.1905,,,0.1911,0.1913,-0.0002,0.0,0.1983,0.1827,0.0156,59.09,8829840,0.74,1980,2,1,Thursday
1980-02-15,0.1909,0.1916,0.1888,0.1895,4137600,-0.7334,0.0028,0.1907,,,0.1909,0.1911,-0.0002,-0.0,0.198,0.1834,0.0146,45.95,8780640,0.0,1980,2,1,Friday
1980-02-19,0.1895,0.1895,0.1853,0.1867,8323200,-1.4776,0.0042,0.1907,,,0.1902,0.1908,-0.0006,-0.0002,0.1981,0.1833,0.0148,35.14,9002160,-1.48,1980,2,1,Tuesday
1980-02-20,0.1867,0.1902,0.1867,0.1874,2798400,0.3749,0.0035,0.1907,,,0.1898,0.1906,-0.0008,-0.0003,0.198,0.1834,0.0146,31.43,8805840,-1.11,1980,2,1,Wednesday
1980-02-21,0.1874,0.1888,0.186,0.1867,2923200,-0.3735,0.0028,0.1907,,,0.1893,0.1903,-0.001,-0.0004,0.198,0.1834,0.0146,28.57,8639760,-1.48,1980,2,1,Thursday
1980-02-22,0.1867,0.1881,0.186,0.1874,2721600,0.3749,0.0021,0.1908,,,0.189,0.1901,-0.0011,-0.0006,0.1978,0.1838,0.014,32.35,8216880,-1.11,1980,2,1,Friday
1980-02-25,0.1874,0.1874,0.1853,0.1853,3384000,-1.1206,0.0021,0.1908,,,0.1885,0.1897,-0.0012,-0.0007,0.1978,0.1838,0.014,31.43,7934640,-2.22,1980,2,1,Monday
1980-02-26,0.1853,0.1874,0.1853,0.186,3019200,0.3778,0.0021,0.1906,,,0.1881,0.1894,-0.0013,-0.0008,0.1979,0.1833,0.0146,36.36,7326240,-1.85,1980,2,1,Tuesday
1980-02-27,0.186,0.1867,0.1846,0.1846,2275200,-0.7527,0.0021,0.1901,,,0.1875,0.1891,-0.0016,-0.001,0.1976,0.1826,0.015,40.0,6641520,-2.59,1980,2,1,Wednesday
1980-02-28,0.1846,0.186,0.1846,0.186,4027200,0.7584,0.0014,0.1895,,,0.1873,0.1888,-0.0015,-0.0011,0.1966,0.1824,0.0142,45.16,6489600,-1.85,1980,2,1,Thursday
1980-02-29,0.1853,0.1853,0.1832,0.1846,6897600,-0.7527,0.0021,0.1889,,,0.1869,0.1885,-0.0016,-0.0012,0.1953,0.1825,0.0128,29.63,6385920,-2.59,1980,2,1,Friday
1980-03-03,0.1839,0.1839,0.1797,0.1797,4512000,-2.6544,0.0042,0.1881,,,0.1858,0.1879,-0.0021,-0.0014,0.1949,0.1813,0.0136,26.67,6298080,-5.17,1980,3,1,Monday
1980-03-04,0.1769,0.1769,0.1712,0.1762,4449600,-1.9477,0.0057,0.1872,,,0.1843,0.187,-0.0027,-0.0016,0.1952,0.1792,0.016,20.59,6107040,-7.02,1980,3,1,Tuesday
1980-03-05,0.1748,0.1748,0.1698,0.1712,11395200,-2.8377,0.005,0.1861,,,0.1823,0.1858,-0.0035,-0.002,0.1965,0.1757,0.0208,12.77,6343680,-9.66,1980,3,1,Wednesday
1980-03-06,0.1705,0.1705,0.1628,0.1663,14304000,-2.8621,0.0077,0.185,,,0.1798,0.1844,-0.0046,-0.0025,0.1986,0.1714,0.0272,11.08,6210480,-12.24,1980,3,1,Thursday
1980-03-07,0.1663,0.1698,0.1663,0.1698,11064000,2.1046,0.0035,0.1841,,,0.1783,0.1833,-0.005,-0.003,0.1992,0.169,0.0302,20.77,6575760,-10.4,1980,3,1,Friday
1980-03-10,0.1698,0.1698,0.1663,0.1684,6302400,-0.8245,0.0035,0.1829,,,0.1768,0.1822,-0.0054,-0.0035,0.199,0.1668,0.0322,21.67,6315840,-11.13,1980,3,1,Monday
1980-03-11,0.1715,0.1737,0.1694,0.1708,14395200,1.4252,0.0043,0.182,,,0.1758,0.1814,-0.0056,-0.0039,0.1986,0.1654,0.0332,25.59,6776640,-9.87,1980,3,1,Tuesday
1980-03-12,0.1708,0.1715,0.1687,0.1701,11572800,-0.4098,0.0028,0.181,0.1877,,0.175,0.1805,-0.0055,-0.0042,0.198,0.164,0.034,25.59,7028400,-10.24,1980,3,1,Wednesday
1980-03-13,0.1701,0.1708,0.1687,0.1701,2793600,0.0,0.0021,0.1799,0.1873,,0.1742,0.1798,-0.0056,-0.0045,0.1968,0.163,0.0338,24.02,6415440,-10.24,1980,3,1,Thursday
1980-03-14,0.1701,0.1722,0.1665,0.1701,5035200,0.0,0.0057,0.1788,0.1868,,0.1736,0.179,-0.0054,-0.0047,0.1954,0.1622,0.0332,25.64,6316560,-10.24,1980,3,1,Friday
1980-03-17,0.1701,0.1701,0.1672,0.1672,5707200,-1.7049,0.0029,0.1777,0.1862,,0.1726,0.1782,-0.0056,-0.0049,0.1942,0.1612,0.033,21.86,6395040,-11.77,1980,3,1,Monday
1980-03-18,0.1672,0.1722,0.1665,0.1708,4166400,2.1531,0.0057,0.1769,0.1857,,0.1723,0.1776,-0.0053,-0.005,0.1932,0.1606,0.0326,30.62,6187200,-9.87,1980,3,1,Tuesday
1980-03-19,0.1708,0.1722,0.1687,0.1694,3628800,-0.8197,0.0035,0.176,0.1852,,0.1719,0.177,-0.0051,-0.005,0.1918,0.1602,0.0316,26.69,6228720,-10.61,1980,3,1,Wednesday
1980-03-20,0.1694,0.1694,0.1658,0.168,3096000,-0.8264,0.0036,0.1751,0.1846,,0.1713,0.1763,-0.005,-0.005,0.1904,0.1598,0.0306,26.69,6237360,-11.35,1980,3,1,Thursday
1980-03-21,0.168,0.1687,0.1665,0.1672,3940800,-0.4762,0.0022,0.1741,0.1839,,0.1707,0.1757,-0.005,-0.005,0.1887,0.1595,0.0292,30.16,6298320,-11.77,1980,3,1,Friday
